,match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,home/away,shot_id_number,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id
3147,204.0,-172.0,5.0,1.0,2.0,0.0,3,21.0,37.0,0.0,0,0,1,0,31,3929,1,43,0,20200530,1610612747
3148,212.0,0.0,0.0,0.0,2.0,0.0,3,31.0,20.0,1.0,3,1,2,0,31,3930,1,24,0,20200530,1610612747
3149,238.0,0.0,0.0,10.0,3.0,0.0,1,15.0,20.0,1.0,3,1,2,0,31,3931,1,2,2,20200530,1610612747
3150,262.0,-171.0,189.0,7.0,3.0,0.0,3,59.0,45.0,0.0,1,3,3,0,31,3932,1,4,0,20200530,1610612747
3151,268.0,120.0,214.0,7.0,3.0,0.0,3,12.0,44.0,0.0,2,3,3,0,31,3933,1,4,0,20200530,1610612747
3152,271.0,-115.0,-19.0,6.0,3.0,0.0,3,58.0,31.0,0.0,0,0,0,0,31,3934,1,11,0,20200530,1610612747
3153,279.0,0.0,0.0,6.0,3.0,0.0,1,6.0,44.0,1.0,3,1,2,0,31,3935,1,24,0,20200530,1610612747
3154,286.0,0.0,0.0,4.0,3.0,0.0,3,42.0,20.0,0.0,3,1,2,0,31,3936,1,2,0,20200530,1610612747
3155,326.0,0.0,0.0,1.0,3.0,0.0,1,28.0,20.0,0.0,3,1,2,0,31,3937,1,4,2,20200530,1610612747
3156,340.0,0.0,0.0,11.0,4.0,0.0,3,44.0,45.0,0.0,3,1,2,0,31,3938,1,24,0,20200530,1610612747
3157,346.0,138.0,20.0,10.0,4.0,0.0,3,53.0,33.0,1.0,4,0,0,0,31,3939,1,54,0,20200530,1610612747
3158,355.0,174.0,31.0,9.0,4.0,0.0,3,36.0,37.0,0.0,4,0,1,0,31,3940,1,25,0,20200530,1610612747
3159,370.0,0.0,0.0,8.0,4.0,0.0,3,25.0,20.0,1.0,3,1,2,0,31,3941,1,5,2,20200530,1610612747
3160,4.0,184.0,3.0,11.0,1.0,0.0,3,41.0,38.0,1.0,4,0,1,0,59,3942,30,4,0,20200546,1610612747
3161,4.0,144.0,26.0,10.0,1.0,0.0,3,28.0,34.0,1.0,4,0,0,0,59,3943,30,4,0,20200546,1610612747
3162,24.0,6.0,82.0,9.0,1.0,0.0,3,28.0,28.0,0.0,3,2,0,0,59,3944,30,48,0,20200546,1610612747
3163,26.0,-14.0,84.0,9.0,1.0,0.0,3,24.0,20.0,0.0,3,2,0,0,59,3945,30,11,0,20200546,1610612747
3164,41.0,121.0,186.0,7.0,1.0,0.0,1,24.0,42.0,0.0,2,0,1,0,59,3946,30,34,0,20200546,1610612747
3165,48.0,-186.0,0.0,6.0,1.0,0.0,3,7.0,38.0,0.0,0,0,1,0,59,3947,30,11,0,20200546,1610612747
3166,68.0,-6.0,173.0,3.0,1.0,0.0,3,36.0,37.0,1.0,3,0,1,0,59,3948,30,46,0,20200546,1610612747
3167,87.0,-148.0,35.0,1.0,1.0,0.0,3,37.0,35.0,0.0,0,0,0,0,59,3949,30,8,0,20200546,1610612747
3168,110.0,0.0,0.0,11.0,2.0,0.0,3,33.0,20.0,1.0,3,1,2,0,59,3950,30,2,0,20200546,1610612747
3169,117.0,-36.0,237.0,10.0,2.0,0.0,1,31.0,43.0,1.0,3,3,3,0,59,3951,30,15,0,20200546,1610612747
3170,117.0,225.0,3.0,9.0,2.0,0.0,3,36.0,42.0,0.0,4,4,3,0,59,3952,30,2,0,20200546,1610612747
3171,126.0,0.0,0.0,9.0,2.0,0.0,1,18.0,20.0,1.0,3,1,2,0,59,3953,30,27,0,20200546,1610612747
3172,195.0,236.0,61.0,1.0,2.0,0.0,3,28.0,44.0,1.0,4,4,3,0,59,3954,30,4,0,20200546,1610612747
3173,227.0,-122.0,63.0,10.0,3.0,0.0,3,56.0,33.0,0.0,0,0,0,0,59,3956,30,4,0,20200546,1610612747
3174,252.0,0.0,0.0,8.0,3.0,0.0,1,27.0,20.0,1.0,3,1,2,0,59,3957,30,2,0,20200546,1610612747
3175,274.0,0.0,0.0,5.0,3.0,0.0,3,13.0,20.0,0.0,3,1,2,0,59,3958,30,4,2,20200546,1610612747
3176,281.0,3.0,222.0,4.0,3.0,0.0,3,44.0,42.0,1.0,3,0,1,0,59,3959,30,23,0,20200546,1610612747
3177,325.0,0.0,0.0,0.0,3.0,0.0,3,16.0,20.0,1.0,3,1,2,0,59,3960,30,2,2,20200546,1610612747
3178,341.0,202.0,-5.0,11.0,4.0,0.0,3,2.0,40.0,0.0,4,0,1,0,59,3961,30,46,0,20200546,1610612747
3179,344.0,148.0,43.0,10.0,4.0,0.0,1,24.0,35.0,0.0,3,0,0,0,59,3962,30,8,0,20200546,1610612747
3180,348.0,164.0,0.0,9.0,4.0,0.0,3,33.0,36.0,0.0,4,0,1,0,59,3963,30,11,0,20200546,1610612747
3181,353.0,144.0,81.0,8.0,4.0,0.0,3,47.0,36.0,0.0,4,0,1,0,59,3965,30,9,0,20200546,1610612747
3182,395.0,80.0,69.0,2.0,4.0,0.0,3,31.0,30.0,0.0,4,2,0,0,59,3967,30,47,0,20200546,1610612747
3183,429.0,-72.0,77.0,1.0,4.0,0.0,1,37.0,30.0,0.0,0,2,0,0,59,3968,30,15,0,20200546,1610612747
3184,5.0,-176.0,179.0,11.0,1.0,0.0,3,28.0,45.0,1.0,1,3,3,0,4,3970,3,38,0,20200563,1610612747
3185,8.0,-140.0,206.0,10.0,1.0,0.0,3,32.0,20.0,1.0,1,3,3,0,4,3971,3,15,0,20200563,1610612747
3186,40.0,56.0,250.0,6.0,1.0,0.0,3,27.0,45.0,0.0,3,3,3,0,4,3972,3,4,0,20200563,1610612747
3187,101.0,-172.0,204.0,0.0,1.0,0.0,1,48.0,46.0,0.0,1,3,3,0,4,3973,3,11,0,20200563,1610612747
3188,109.0,0.0,48.0,0.0,1.0,0.0,3,28.0,27.0,0.0,3,2,2,0,4,3975,3,11,0,20200563,1610612747
3189,174.0,0.0,0.0,11.0,2.0,0.0,1,24.0,20.0,0.0,3,1,2,0,4,3977,3,4,0,20200563,1610612747
3190,182.0,-11.0,94.0,5.0,2.0,0.0,3,49.0,20.0,0.0,3,2,0,0,4,3978,3,4,0,20200563,1610612747
3191,184.0,0.0,0.0,5.0,2.0,0.0,3,46.0,20.0,0.0,3,1,2,0,4,3979,3,22,0,20200563,1610612747
3192,210.0,-161.0,-13.0,3.0,2.51935914552737,0.0,3,3.0,36.0,0.0,0,0,1,0,4,3980,3,11,0,20200563,1610612747
3193,235.0,10.0,247.0,0.0,2.0,0.0,3,0.0,44.0,0.0,3,3,3,0,4,3981,3,55,0,20200563,1610612747
3194,241.0,-66.0,81.0,11.0,3.0,0.0,3,23.0,30.0,1.0,0,2,0,0,4,3982,3,53,0,20200563,1610612747
3195,312.0,0.0,0.0,3.0,3.0,0.0,3,30.0,20.0,0.0,3,1,2,0,4,3983,3,11,0,20200563,1610612747
3196,433.0,164.0,107.0,2.0,4.0,0.0,3,25.0,39.0,1.0,4,0,1,0,4,3985,3,42,0,20200563,1610612747
3197,436.0,-49.0,171.0,2.0,4.0,0.0,3,44.0,37.0,0.0,3,0,1,0,4,3986,3,31,0,20200563,1610612747
3198,436.0,-90.0,105.0,0.0,4.0,0.0,3,28.0,20.0,1.0,0,0,0,0,4,3987,3,2,0,20200563,1610612747
3199,436.0,0.0,0.0,0.0,4.0,0.0,3,0.0,20.0,0.0,3,1,2,0,4,3988,3,8,2,20200563,1610612747
3200,492.0,89.0,187.0,0.0,5.0,0.0,3,5.0,40.0,0.0,2,0,1,0,4,3989,3,2,0,20200563,1610612747
3201,548.0,-120.0,232.0,0.0,5.0,0.0,1,1.0,46.0,0.0,1,3,3,0,4,3990,3,11,0,20200563,1610612747
3202,57.0,172.0,31.0,5.0,1.0,0.0,3,32.0,37.0,0.0,4,0,1,0,3,3992,1,15,0,20200587,1610612747
3203,94.0,0.0,0.0,2.0,1.0,0.0,3,32.0,20.0,1.0,3,1,2,0,3,3994,1,2,0,20200587,1610612747
3204,103.0,0.0,0.0,1.0,1.0,0.0,3,21.0,20.0,1.0,3,1,2,0,3,3995,1,7,0,20200587,1610612747
3205,207.0,-113.0,135.0,3.0,2.0,0.0,3,39.0,37.0,0.0,1,0,1,0,3,3996,1,50,0,20200587,1610612747
3206,213.0,92.0,229.0,3.0,2.0,0.0,3,20.0,44.0,1.0,2,3,3,0,3,3997,1,4,0,20200587,1610612747
3207,291.0,0.0,0.0,8.0,3.0,0.0,3,51.0,20.0,1.0,3,1,2,0,3,3998,1,24,0,20200587,1610612747
3208,315.0,-136.0,138.0,6.0,3.0,0.0,1,46.0,39.0,1.0,1,0,1,0,3,3999,1,8,0,20200587,1610612747
3209,380.0,0.0,0.0,0.0,3.0,0.0,3,38.0,20.0,0.0,3,1,2,0,3,4000,1,11,0,20200587,1610612747
3210,386.0,-125.0,0.0,0.0,3.0,0.0,3,0.0,43.0,0.0,1,0,1,0,3,4001,1,31,0,20200587,1610612747
3211,393.0,-163.0,100.0,0.0,2.51935914552737,0.0,3,33.0,39.0,1.0,0,0,1,0,3,4002,1,11,0,20200587,1610612747
3212,410.0,115.0,59.0,8.0,2.51935914552737,0.0,3,28.0,32.0,1.0,4,0,0,0,3,4003,1,15,0,20200587,1610612747
3213,419.0,-141.0,43.0,7.0,4.0,0.0,3,45.0,34.0,0.0,0,0,0,0,3,4004,1,8,0,20200587,1610612747
3214,433.0,0.0,183.0,6.0,4.0,0.0,3,6.0,39.0,0.0,1,0,0,0,3,4005,1,54,0,20200587,1610612747
3215,446.0,-233.0,30.0,5.0,4.0,0.0,3,4.0,43.0,0.0,0,6,3,0,3,4006,1,38,0,20200587,1610612747
3216,464.0,38.0,77.0,2.0,4.0,0.0,3,44.0,28.0,0.0,3,2,0,0,3,4007,1,11,0,20200587,1610612747
3217,486.0,0.0,0.0,0.0,4.0,0.0,3,56.0,20.0,0.0,3,1,2,0,3,4008,1,4,2,20200587,1610612747
3218,26.0,-103.0,153.0,9.0,1.0,0.0,3,31.0,38.0,1.0,1,0,1,0,11,4010,1,32,0,20200602,1610612747
3219,42.0,0.0,183.0,6.0,1.0,0.0,3,44.0,38.0,0.0,3,0,1,0,11,4012,1,24,0,20200602,1610612747
3220,57.0,-71.0,240.0,4.0,2.51935914552737,0.0,3,41.0,45.0,1.0,3,3,3,0,11,4013,1,27,0,20200602,1610612747
3221,60.0,125.0,137.0,4.0,1.0,0.0,3,12.0,38.0,1.0,2,0,1,0,11,4014,1,15,0,20200602,1610612747
3222,79.0,0.0,0.0,2.0,1.0,0.0,3,4.0,20.0,0.0,3,1,2,0,11,4015,1,2,0,20200602,1610612747
3223,100.0,59.0,13.0,0.0,1.0,0.0,3,6.0,20.0,1.0,3,2,2,0,11,4017,1,11,0,20200602,1610612747
3224,187.0,3.0,243.0,1.0,2.0,0.0,3,29.0,44.0,1.0,3,3,3,0,11,4018,1,4,0,20200602,1610612747
3225,190.0,0.0,0.0,1.0,2.0,0.0,3,0.0,44.0,1.0,3,1,2,0,11,4019,1,2,0,20200602,1610612747
3226,243.0,97.0,59.0,6.0,3.0,0.0,3,21.0,31.0,0.0,4,0,0,0,11,4021,1,11,0,20200602,1610612747
3227,369.0,59.0,38.0,7.0,4.0,0.0,3,53.0,27.0,0.0,3,2,2,0,11,4022,1,46,0,20200602,1610612747
3228,438.0,0.0,0.0,0.0,4.0,0.0,1,53.0,20.0,1.0,3,1,2,0,11,4023,1,24,0,20200602,1610612747
3229,458.0,108.0,0.0,0.0,4.0,0.0,1,2.0,46.0,0.0,3,3,3,0,11,4025,1,7,0,20200602,1610612747
3230,15.0,0.0,-9.0,9.0,1.0,0.0,3,43.0,34.0,1.0,4,0,0,0,32,4026,1,15,0,20200616,1610612747
3231,40.0,-156.0,10.0,6.0,1.0,0.0,3,19.0,35.0,0.0,0,0,0,0,32,4027,1,25,0,20200616,1610612747
3232,54.0,0.0,0.0,5.0,1.0,0.0,3,15.0,20.0,1.0,3,1,2,0,32,4028,1,4,1,20200616,1610612747
3233,71.0,166.0,0.0,5.0,1.0,0.0,3,57.0,20.0,0.0,2,0,1,0,32,4029,1,11,0,20200616,1610612747
3234,82.0,89.0,63.0,1.0,1.0,0.0,1,19.0,30.0,0.0,3,0,0,0,32,4030,1,39,0,20200616,1610612747
3235,91.0,149.0,-19.0,0.0,1.0,0.0,1,39.0,35.0,0.0,4,0,0,0,32,4031,1,15,0,20200616,1610612747
3236,188.0,131.0,217.0,0.0,2.0,0.0,3,36.0,45.0,1.0,2,3,3,0,32,4032,1,9,0,20200616,1610612747
3237,268.0,112.0,-8.0,4.0,2.51935914552737,0.0,3,37.0,31.0,0.0,4,0,0,0,32,4034,1,21,0,20200616,1610612747
3238,281.0,0.0,0.0,3.0,2.51935914552737,0.0,3,28.0,20.0,0.0,3,1,2,0,32,4036,1,22,0,20200616,1610612747
3239,304.0,-57.0,192.0,1.0,3.0,0.0,3,16.0,40.0,0.0,3,0,1,0,32,4037,1,39,0,20200616,1610612747
3240,337.0,121.0,0.0,10.0,4.0,0.0,3,7.0,32.0,0.0,4,0,0,0,32,4038,1,43,0,20200616,1610612747
3241,411.0,120.0,-3.0,3.0,4.0,0.0,1,13.0,32.0,1.0,4,0,0,0,32,4039,1,2,0,20200616,1610612747
3242,8.0,61.0,46.0,10.0,2.51935914552737,0.0,3,40.0,37.0,1.0,3,2,2,0,28,4040,13,0,0,20200651,1610612747
3243,35.0,0.0,115.0,6.0,1.0,0.0,3,44.0,31.0,1.0,3,2,0,0,28,4042,13,43,0,20200651,1610612747
3244,44.0,0.0,0.0,5.0,1.0,0.0,1,17.0,20.0,1.0,3,1,2,0,28,4043,13,2,1,20200651,1610612747
3245,52.0,118.0,63.0,4.0,1.0,0.0,3,19.0,33.0,0.0,4,0,0,0,28,4044,13,4,0,20200651,1610612747
3246,73.0,133.0,100.0,2.0,1.0,0.0,3,39.0,36.0,0.0,2,0,1,0,28,4046,13,4,0,20200651,1610612747
3247,107.0,-77.0,191.0,0.0,1.0,0.0,3,25.0,40.0,0.0,1,0,1,0,28,4047,13,8,0,20200651,1610612747
3248,107.0,0.0,0.0,11.0,2.0,0.0,1,39.0,20.0,0.0,3,1,2,0,28,4048,13,11,0,20200651,1610612747
3249,160.0,-159.0,23.0,8.0,2.0,0.0,3,14.0,36.0,1.0,0,0,1,0,28,4049,13,4,0,20200651,1610612747
3250,194.0,0.0,0.0,5.0,2.0,0.0,3,26.0,20.0,1.0,3,1,2,0,28,4050,13,4,2,20200651,1610612747
3251,222.0,153.0,45.0,5.0,2.0,0.0,3,53.0,35.0,0.0,4,0,0,0,28,4051,13,8,0,20200651,1610612747
3252,235.0,0.0,0.0,0.0,2.0,0.0,3,28.0,20.0,0.0,3,1,2,0,28,4053,13,11,0,20200651,1610612747
3253,248.0,-136.0,69.0,11.0,3.0,0.0,3,47.0,35.0,1.0,0,0,0,0,28,4054,13,4,0,20200651,1610612747
3254,331.0,-148.0,61.0,2.0,3.0,0.0,3,25.0,36.0,0.0,0,0,1,0,28,4058,13,4,0,20200651,1610612747
3255,347.0,-153.0,35.0,1.0,3.0,0.0,3,5.0,35.0,0.0,0,0,0,0,28,4059,13,5,0,20200651,1610612747
3256,356.0,0.0,0.0,0.0,3.0,0.0,1,2.0,20.0,0.0,3,1,2,0,28,4060,13,11,2,20200651,1610612747
3257,356.0,0.0,0.0,8.0,4.0,0.0,3,19.0,20.0,0.0,3,1,2,0,28,4061,13,11,0,20200651,1610612747
3258,411.0,66.0,95.0,7.0,4.0,0.0,3,28.0,31.0,0.0,4,2,2,0,28,4062,13,4,0,20200651,1610612747
3259,414.0,-125.0,41.0,7.0,4.0,0.0,3,45.0,20.0,1.0,0,0,0,0,28,4063,13,16,0,20200651,1610612747
3260,432.0,67.0,166.0,5.0,4.0,0.0,3,7.0,37.0,1.0,2,0,1,0,28,4064,13,8,0,20200651,1610612747
3261,435.0,223.0,8.0,4.0,4.0,0.0,1,34.0,42.0,0.0,4,4,3,0,28,4065,13,8,0,20200651,1610612747
3262,439.0,-153.0,138.0,4.0,4.0,0.0,1,2.0,40.0,1.0,1,0,1,0,28,4066,13,4,0,20200651,1610612747
3263,477.0,0.0,0.0,0.0,4.0,0.0,3,25.0,20.0,1.0,3,1,2,0,28,4068,13,36,0,20200651,1610612747
3264,28.0,0.0,0.0,9.0,1.0,0.0,3,4.0,20.0,0.0,3,1,2,0,8,4070,5,2,0,20200667,1610612747
3265,51.0,85.0,38.0,6.0,1.0,0.0,3,29.0,29.0,0.0,4,0,0,0,8,4071,5,15,0,20200667,1610612747
3266,66.0,-197.0,141.0,4.0,1.0,0.0,1,49.0,44.0,1.0,1,3,3,0,8,4072,5,4,0,20200667,1610612747
3267,75.0,0.0,0.0,3.0,1.0,0.0,1,34.0,20.0,1.0,3,1,2,0,8,4073,5,2,0,20200667,1610612747
3268,80.0,0.0,0.0,3.0,1.0,0.0,3,4.0,20.0,0.0,3,1,2,0,8,4074,5,2,2,20200667,1610612747
3269,80.0,0.0,0.0,2.0,1.0,0.0,3,58.0,20.0,0.0,3,1,2,0,8,4075,5,2,0,20200667,1610612747
3270,88.0,0.0,0.0,2.0,1.0,0.0,3,28.0,20.0,1.0,3,1,2,0,8,4076,5,11,1,20200667,1610612747
3271,110.0,-69.0,467.0,0.0,1.0,0.0,3,28.0,67.0,0.0,5,5,4,0,8,4078,5,39,0,20200667,1610612747
3272,157.0,-46.0,0.0,7.0,2.0,0.0,1,14.0,24.0,0.0,3,2,2,0,8,4080,5,24,0,20200667,1610612747
3273,191.0,117.0,174.0,4.0,2.0,0.0,3,6.0,40.0,1.0,2,0,1,0,8,4081,5,16,0,20200667,1610612747
3274,199.0,-169.0,77.0,3.0,2.0,0.0,3,17.0,38.0,1.0,0,0,1,0,8,4082,5,2,0,20200667,1610612747
3275,222.0,-21.0,71.0,0.0,2.0,0.0,3,37.0,20.0,1.0,3,2,2,0,8,4083,5,5,0,20200667,1610612747
3276,252.0,-145.0,120.0,10.0,3.0,0.0,3,42.0,20.0,0.0,1,0,1,0,8,4084,5,4,0,20200667,1610612747
3277,276.0,66.0,17.0,7.0,3.0,0.0,3,45.0,26.0,1.0,3,2,2,0,8,4085,5,5,0,20200667,1610612747
3278,276.0,143.0,112.0,7.0,3.0,0.0,3,11.0,38.0,1.0,2,0,1,0,8,4086,5,5,0,20200667,1610612747
3279,286.0,80.0,8.0,6.0,3.0,0.0,3,28.0,28.0,1.0,4,2,0,0,8,4087,5,19,0,20200667,1610612747
3280,288.0,-33.0,36.0,6.0,3.0,0.0,3,10.0,24.0,0.0,3,2,2,0,8,4088,5,43,0,20200667,1610612747
3281,308.0,-189.0,173.0,3.0,3.0,0.0,3,52.0,45.0,1.0,1,3,3,0,8,4089,5,2,0,20200667,1610612747
3282,313.0,-11.0,206.0,3.0,3.0,0.0,3,27.0,40.0,0.0,3,0,1,0,8,4090,5,15,0,20200667,1610612747
3283,342.0,146.0,158.0,1.0,3.0,0.0,3,18.0,41.0,1.0,2,0,1,0,8,4091,5,5,0,20200667,1610612747
3284,363.0,34.0,56.0,11.0,4.0,0.0,3,35.0,26.0,0.0,3,2,2,0,8,4092,5,2,0,20200667,1610612747
3285,369.0,199.0,169.0,10.0,4.0,0.0,3,56.0,46.0,0.0,2,3,3,0,8,4093,5,11,0,20200667,1610612747
3286,478.0,151.0,71.0,1.0,4.0,0.0,3,16.0,36.0,0.0,4,0,1,0,8,4097,5,38,0,20200667,1610612747
3287,6.0,82.0,173.0,11.0,2.51935914552737,0.0,1,23.0,39.0,0.0,2,0,1,0,8,4098,1,15,0,20200676,1610612747
3288,31.0,0.0,0.0,8.0,1.0,0.0,3,22.0,20.0,0.0,3,1,2,0,1,4099,1,11,0,20200676,1610612747
3289,66.0,0.0,0.0,4.0,1.0,0.0,3,36.0,20.0,1.0,3,1,2,0,1,4101,1,11,2,20200676,1610612747
3290,77.0,38.0,97.0,4.0,1.0,0.0,3,4.0,30.0,0.0,3,2,0,0,1,4102,1,8,0,20200676,1610612747
3291,135.0,-26.0,81.0,11.0,2.0,0.0,3,23.0,28.0,1.0,3,2,0,0,1,4103,1,4,0,20200676,1610612747
3292,146.0,-128.0,158.0,9.0,2.0,0.0,3,31.0,40.0,0.0,1,0,1,0,1,4104,1,8,0,20200676,1610612747
3293,220.0,110.0,122.0,1.0,2.0,0.0,3,38.0,36.0,0.0,2,0,1,0,1,4105,1,15,0,20200676,1610612747
3294,238.0,-29.0,84.0,0.0,2.0,0.0,1,25.0,28.0,1.0,3,2,0,0,1,4106,1,4,0,20200676,1610612747
3295,249.0,-131.0,171.0,11.0,3.0,0.0,3,19.0,41.0,0.0,1,0,1,0,1,4107,1,8,0,20200676,1610612747
3296,249.0,0.0,0.0,10.0,3.0,0.0,3,13.0,20.0,0.0,3,1,2,0,1,4108,1,11,0,20200676,1610612747
3297,276.0,82.0,171.0,8.0,3.0,0.0,3,34.0,38.0,1.0,2,0,1,0,1,4109,1,11,0,20200676,1610612747
3298,285.0,-102.0,143.0,7.0,3.0,0.0,3,0.0,37.0,0.0,1,0,1,0,1,4110,1,15,0,20200676,1610612747
3299,306.0,-46.0,77.0,4.0,3.0,0.0,1,30.0,28.0,1.0,0,2,0,0,1,4111,1,11,0,20200676,1610612747
3300,337.0,123.0,135.0,0.0,3.0,0.0,1,37.0,38.0,1.0,2,0,1,0,1,4112,1,5,0,20200676,1610612747
3301,341.0,-100.0,155.0,0.0,3.0,0.0,3,4.0,38.0,1.0,1,0,1,0,1,4113,1,4,0,20200676,1610612747
3302,347.0,166.0,340.0,0.0,3.0,0.0,3,0.0,57.0,1.0,2,3,3,0,1,4114,1,52,0,20200676,1610612747
3303,358.0,-122.0,140.0,11.0,4.0,0.0,3,17.0,38.0,0.0,1,0,1,0,1,4115,1,29,0,20200676,1610612747
3304,361.0,0.0,0.0,11.0,4.0,0.0,3,8.0,20.0,1.0,3,1,2,0,1,4116,1,2,0,20200676,1610612747
3305,374.0,118.0,141.0,9.0,4.0,0.0,3,48.0,38.0,1.0,2,0,1,0,1,4117,1,11,0,20200676,1610612747
3306,377.0,-163.0,184.0,9.0,4.0,0.0,3,7.0,44.0,1.0,1,3,3,0,1,4118,1,50,0,20200676,1610612747
3307,384.0,-181.0,191.0,6.0,4.0,0.0,3,28.0,46.0,0.0,1,3,3,0,1,4120,1,11,0,20200676,1610612747
3308,412.0,-13.0,163.0,4.0,4.0,0.0,1,28.0,36.0,1.0,3,0,1,0,1,4121,1,8,0,20200676,1610612747
3309,449.0,36.0,99.0,1.0,4.0,0.0,3,36.0,30.0,0.0,3,2,2,0,1,4122,1,4,0,20200676,1610612747
3310,4.0,126.0,132.0,11.0,1.0,0.0,1,29.0,38.0,1.0,2,0,1,0,42,4123,21,5,0,20200691,1610612747
3311,4.0,11.0,22.0,11.0,1.0,0.0,1,5.0,22.0,0.0,3,1,2,0,42,4124,21,11,0,20200691,1610612747
3312,4.0,13.0,158.0,11.0,1.0,0.0,3,0.0,35.0,1.0,3,0,0,0,42,4125,21,11,0,20200691,1610612747
3313,12.0,-126.0,220.0,10.0,1.0,0.0,3,29.0,45.0,0.0,1,3,3,0,42,4126,21,47,0,20200691,1610612747
3314,16.0,8.0,3.0,10.0,1.0,0.0,3,15.0,20.0,1.0,3,1,2,0,42,4127,21,36,0,20200691,1610612747
3315,31.0,-179.0,23.0,8.0,1.0,0.0,1,51.0,38.0,1.0,0,0,1,0,42,4128,21,25,0,20200691,1610612747
3316,102.0,-94.0,229.0,0.0,1.0,0.0,3,39.0,44.0,0.0,1,3,3,0,42,4133,21,33,0,20200691,1610612747
3317,239.0,-140.0,-23.0,11.0,3.0,0.0,3,28.0,34.0,0.0,0,0,0,0,42,4139,21,45,0,20200691,1610612747
3318,286.0,-126.0,-1.0,6.0,3.0,0.0,3,58.0,32.0,0.0,0,0,0,0,42,4140,21,53,0,20200691,1610612747
3319,296.0,33.0,0.0,5.0,3.0,0.0,3,58.0,23.0,0.0,3,1,2,0,42,4141,21,4,2,20200691,1610612747
3320,322.0,158.0,109.0,3.0,3.0,0.0,3,56.0,20.0,0.0,4,0,1,0,42,4142,21,15,0,20200691,1610612747
3321,358.0,-10.0,0.0,1.0,3.0,0.0,3,9.0,37.0,0.0,3,1,2,0,42,4144,21,11,2,20200691,1610612747
3322,373.0,18.0,15.0,0.0,3.0,0.0,3,5.0,22.0,1.0,3,1,2,0,42,4146,21,8,2,20200691,1610612747
3323,408.0,-54.0,123.0,8.0,4.0,0.0,3,28.0,33.0,0.0,3,2,0,0,42,4147,21,49,0,20200691,1610612747
3324,452.0,-233.0,54.0,5.0,4.0,0.0,1,8.0,43.0,0.0,0,6,3,0,42,4149,21,11,0,20200691,1610612747
3325,463.0,123.0,164.0,3.0,4.0,0.0,3,40.0,40.0,1.0,2,0,1,0,42,4150,21,5,0,20200691,1610612747
3326,474.0,-21.0,0.0,2.0,4.0,0.0,3,49.0,22.0,0.0,3,1,2,0,42,4151,21,11,0,20200691,1610612747
3327,484.0,166.0,179.0,1.0,4.0,0.0,1,37.0,44.0,0.0,2,3,3,0,42,4152,21,22,0,20200691,1610612747
3328,493.0,-194.0,45.0,0.0,4.0,0.0,1,28.0,39.0,0.0,0,0,1,0,42,4153,21,4,0,20200691,1610612747
3329,7.0,174.0,138.0,11.0,1.0,0.0,3,8.0,42.0,0.0,2,0,1,0,33,4154,15,35,0,20200705,1610612747
3330,32.0,-100.0,194.0,7.0,1.0,0.0,3,18.0,41.0,1.0,1,0,1,0,33,4155,15,4,0,20200705,1610612747
3331,105.0,0.0,0.0,11.0,2.0,0.0,1,50.0,20.0,1.0,3,1,2,0,33,4157,15,15,1,20200705,1610612747
3332,110.0,-158.0,138.0,11.0,2.0,0.0,1,23.0,40.0,0.0,1,0,1,0,33,4158,15,56,0,20200705,1610612747
3333,123.0,135.0,-39.0,10.0,2.0,0.0,3,23.0,34.0,1.0,4,0,0,0,33,4159,15,2,0,20200705,1610612747
3334,131.0,179.0,91.0,9.0,2.0,0.0,1,0.0,40.0,0.0,4,0,1,0,33,4160,15,11,0,20200705,1610612747
3335,171.0,0.0,46.0,5.0,2.0,0.0,3,34.0,24.0,1.0,3,2,2,0,33,4161,15,5,0,20200705,1610612747
3336,218.0,0.0,0.0,1.0,2.0,0.0,1,9.0,20.0,1.0,3,1,2,0,33,4162,15,8,1,20200705,1610612747
3337,232.0,-191.0,82.0,11.0,3.0,0.0,3,13.0,40.0,0.0,0,0,1,0,33,4164,15,2,0,20200705,1610612747
3338,237.0,0.0,0.0,10.0,3.0,0.0,1,43.0,20.0,0.0,3,1,2,0,33,4165,15,11,0,20200705,1610612747
3339,248.0,0.0,0.0,9.0,3.0,0.0,3,33.0,20.0,1.0,3,1,2,0,33,4167,15,53,0,20200705,1610612747
3340,258.0,159.0,-11.0,8.0,3.0,0.0,3,28.0,35.0,1.0,4,0,0,0,33,4168,15,14,0,20200705,1610612747
3341,287.0,-89.0,155.0,5.0,2.51935914552737,0.0,3,26.0,37.0,1.0,1,0,1,0,33,4171,15,15,0,20200705,1610612747
3342,287.0,51.0,243.0,5.0,3.0,0.0,3,51.0,44.0,1.0,3,3,3,0,33,4172,15,11,0,20200705,1610612747
3343,297.0,-92.0,23.0,4.0,3.0,0.0,1,28.0,29.0,1.0,0,0,0,0,33,4173,15,5,0,20200705,1610612747
3344,322.0,-158.0,209.0,1.0,3.0,0.0,3,41.0,46.0,1.0,1,3,3,0,33,4175,15,8,0,20200705,1610612747
3345,327.0,156.0,28.0,0.0,3.0,0.0,3,15.0,35.0,1.0,3,0,0,0,33,4176,15,15,0,20200705,1610612747
